"Funding","Accommodation","Distance","FinLit","StudyHrs","Outings","Spending"
1,2,"Far","Moderate","Moderate","Moderate",2840.01
1,2,"Far","Moderate","Moderate","Moderate",4658.59
1,2,"Far","Moderate","Moderate","Moderate",4318.76
1,2,"Far","Moderate","Moderate","Moderate",4200.61
1,2,"Far","Moderate","Moderate","Moderate",6199.92
1,2,"Far","Moderate","Moderate","Moderate",7439.08
1,2,"Far","Moderate","Moderate","Moderate",5305.52
1,2,"Far","Moderate","Moderate","Moderate",5531.69
1,2,"Far","Moderate","Moderate","Moderate",6089.29
1,2,"Far","Moderate","Moderate","Moderate",4953.31
1,2,"Far","Moderate","Moderate","Moderate",8590.58
1,2,"Far","Moderate","Moderate","Moderate",5418.85
1,2,"Far","Moderate","Moderate","Moderate",5462.42
1,2,"Far","Moderate","Moderate","Moderate",7718.75
0,3,"Far","Moderate","Moderate","Moderate",3077.18
0,3,"Far","Moderate","Moderate","Moderate",7555.33
0,3,"Far","Moderate","Moderate","Moderate",6147.89
0,3,"Far","Moderate","Moderate","Moderate",5891.62
0,3,"Far","Moderate","Moderate","Moderate",6548.12
0,3,"Far","Moderate","Moderate","Moderate",10930.07
0,3,"Far","Moderate","Moderate","Moderate",7516.14
0,3,"Far","Moderate","Moderate","Moderate",6236.76
0,3,"Far","Moderate","Moderate","Moderate",4794.18
0,3,"Far","Moderate","Moderate","Moderate",10129.54
0,3,"Far","Moderate","Moderate","Moderate",5211.41
0,3,"Far","Moderate","Moderate","Moderate",7475.52
0,3,"Far","Moderate","Moderate","Moderate",8095.1
0,3,"Far","Moderate","Moderate","Moderate",7976.5
0,3,"Far","Moderate","Moderate","Moderate",5698.15
1,3,"Far","Moderate","Moderate","Moderate",5891.42
1,3,"Far","Moderate","Moderate","Moderate",5471.82
1,3,"Far","Moderate","Moderate","Moderate",7823.95
1,3,"Far","Moderate","Moderate","Moderate",7768.65
1,3,"Far","Moderate","Moderate","Moderate",6991.62
1,3,"Far","Moderate","Moderate","Moderate",5192.61
1,3,"Far","Moderate","Moderate","Moderate",4793.71
1,3,"Far","Moderate","Moderate","Moderate",9204.4
1,3,"Far","Moderate","Moderate","Moderate",7238.4
1,3,"Far","Moderate","Moderate","Moderate",7489.7
1,3,"Far","Moderate","Moderate","Moderate",8761.55
1,3,"Far","Moderate","Moderate","Moderate",8076.8
1,3,"Far","Moderate","Moderate","Moderate",5751.4
1,3,"Far","Moderate","Moderate","Moderate",5344.93
1,3,"Far","Moderate","Moderate","Moderate",4656.39
0,1,"Close","High","Moderate","Moderate",1200
0,1,"Close","High","Moderate","Moderate",2599.66
0,1,"Close","High","Moderate","Moderate",2922.91
0,1,"Close","High","Moderate","Moderate",1200
0,1,"Close","High","Moderate","Moderate",4865.33
0,1,"Close","High","Moderate","Moderate",3032.92
0,1,"Close","High","Moderate","Moderate",6253.42
0,1,"Close","High","Moderate","Moderate",3691.71
0,1,"Close","High","Moderate","Moderate",2223.44
0,1,"Close","High","Moderate","Moderate",4002.94
0,1,"Close","High","Moderate","Moderate",3005.05
0,1,"Close","High","Moderate","Moderate",3216.98
0,1,"Close","High","Moderate","Moderate",4565.52
0,1,"Close","High","Moderate","Moderate",4958.08
0,1,"Close","High","Moderate","Moderate",2512.89
1,1,"Close","High","Moderate","Moderate",3023.45
1,1,"Close","High","Moderate","Moderate",3683.83
1,1,"Close","High","Moderate","Moderate",1913.9
1,1,"Close","High","Moderate","Moderate",5404.15
1,1,"Close","High","Moderate","Moderate",4363.43
1,1,"Close","High","Moderate","Moderate",1200
1,1,"Close","High","Moderate","Moderate",2466.49
1,1,"Close","High","Moderate","Moderate",3094.66
1,1,"Close","High","Moderate","Moderate",4772.55
1,1,"Close","High","Moderate","Moderate",4525
1,1,"Close","High","Moderate","Moderate",5108.81
1,1,"Close","High","Moderate","Moderate",5450.54
1,1,"Close","High","Moderate","Moderate",3441.48
1,1,"Close","High","Moderate","Moderate",2944.63
1,1,"Close","High","Moderate","Moderate",2681.1
0,2,"Close","High","Moderate","Moderate",2924.15
0,2,"Close","High","Moderate","Moderate",5741.09
0,2,"Close","High","Moderate","Moderate",6876.22
0,2,"Close","High","Moderate","Moderate",5358.29
0,2,"Close","High","Moderate","Moderate",4494.18
0,2,"Close","High","Moderate","Moderate",6799.79
0,2,"Close","High","Moderate","Moderate",3029.72
0,2,"Close","High","Moderate","Moderate",1200
0,2,"Close","High","Moderate","Moderate",1200
0,2,"Close","High","Moderate","Moderate",2605.51
0,2,"Close","High","Moderate","Moderate",2504.14
0,2,"Close","High","Moderate","Moderate",2680.51
0,2,"Close","High","Moderate","Moderate",2666.38
0,2,"Close","High","Moderate","Moderate",2668.28
0,2,"Close","High","Moderate","Moderate",1285.14
1,2,"Close","High","Moderate","Moderate",5689.31
1,2,"Close","High","Moderate","Moderate",2807.47
1,2,"Close","High","Moderate","Moderate",3319.35
1,2,"Close","High","Moderate","Moderate",2264.15
1,2,"Close","High","Moderate","Moderate",1200
1,2,"Close","High","Moderate","Moderate",4143.44
1,2,"Close","High","Moderate","Moderate",4936.94
1,2,"Close","High","Moderate","Moderate",2655.83
1,2,"Close","High","Moderate","Moderate",6235.47
1,2,"Close","High","Moderate","Moderate",4613.59
1,2,"Close","High","Moderate","Moderate",1200
1,2,"Close","High","Moderate","Moderate",5706.55
1,2,"Close","High","Moderate","Moderate",7211.98
1,2,"Close","High","Moderate","Moderate",2378
1,2,"Close","High","Moderate","Moderate",2118.51
0,3,"Close","High","Moderate","Moderate",5676.19
0,3,"Close","High","Moderate","Moderate",6004.59
0,3,"Close","High","Moderate","Moderate",5127.78
0,3,"Close","High","Moderate","Moderate",5290.45
0,3,"Close","High","Moderate","Moderate",5183.79
0,3,"Close","High","Moderate","Moderate",6547.49
0,3,"Close","High","Moderate","Moderate",6483.03
0,3,"Close","High","Moderate","Moderate",6111.2
0,3,"Close","High","Moderate","Moderate",6037.23
0,3,"Close","High","Moderate","Moderate",5478.92
0,3,"Close","High","Moderate","Moderate",5961.6
0,3,"Close","High","Moderate","Moderate",7868.58
0,3,"Close","High","Moderate","Moderate",7408.91
0,3,"Close","High","Moderate","Moderate",3757.24
0,3,"Close","High","Moderate","Moderate",6931.68
1,3,"Close","High","Moderate","Moderate",4302.12
1,3,"Close","High","Moderate","Moderate",5362.28
1,3,"Close","High","Moderate","Moderate",7815.71
1,3,"Close","High","Moderate","Moderate",6450.75
1,3,"Close","High","Moderate","Moderate",7805.79
1,3,"Close","High","Moderate","Moderate",5607.69
1,3,"Close","High","Moderate","Moderate",6119.43
1,3,"Close","High","Moderate","Moderate",1706.95
1,3,"Close","High","Moderate","Moderate",6314.01
1,3,"Close","High","Moderate","Moderate",6699.48
1,3,"Close","High","Moderate","Moderate",8488.39
1,3,"Close","High","Moderate","Moderate",10224.44
1,3,"Close","High","Moderate","Moderate",6220.62
1,3,"Close","High","Moderate","Moderate",4857.77
1,3,"Close","High","Moderate","Moderate",6363.23
0,1,"Far","High","Moderate","Moderate",1200
0,1,"Far","High","Moderate","Moderate",3365.02
0,1,"Far","High","Moderate","Moderate",2932.35
0,1,"Far","High","Moderate","Moderate",4217.81
0,1,"Far","High","Moderate","Moderate",2794.26
0,1,"Far","High","Moderate","Moderate",3679.18
0,1,"Far","High","Moderate","Moderate",5599.42
0,1,"Far","High","Moderate","Moderate",2772.79
0,1,"Far","High","Moderate","Moderate",2440.28
0,1,"Far","High","Moderate","Moderate",4410.12
0,1,"Far","High","Moderate","Moderate",1200
0,1,"Far","High","Moderate","Moderate",2968.93
0,1,"Far","High","Moderate","Moderate",1200
0,1,"Far","High","Moderate","Moderate",2011.12
0,1,"Far","High","Moderate","Moderate",6600.49
1,1,"Far","High","Moderate","Moderate",6075.81
1,1,"Far","High","Moderate","Moderate",5929.72
1,1,"Far","High","Moderate","Moderate",5696.21
1,1,"Far","High","Moderate","Moderate",5005.87
1,1,"Far","High","Moderate","Moderate",1203.2
1,1,"Far","High","Moderate","Moderate",5498.38
1,1,"Far","High","Moderate","Moderate",3926.08
1,1,"Far","High","Moderate","Moderate",1827.86
1,1,"Far","High","Moderate","Moderate",5506.54
1,1,"Far","High","Moderate","Moderate",4054.87
1,1,"Far","High","Moderate","Moderate",3659.85
1,1,"Far","High","Moderate","Moderate",5368.4
1,1,"Far","High","Moderate","Moderate",4327.02
1,1,"Far","High","Moderate","Moderate",1200
1,1,"Far","High","Moderate","Moderate",3471.85
0,2,"Far","High","Moderate","Moderate",2214.35
0,2,"Far","High","Moderate","Moderate",6324.5
0,2,"Far","High","Moderate","Moderate",6913.46
0,2,"Far","High","Moderate","Moderate",1967.04
0,2,"Far","High","Moderate","Moderate",3862.56
0,2,"Far","High","Moderate","Moderate",3561.73
0,2,"Far","High","Moderate","Moderate",5530.67
0,2,"Far","High","Moderate","Moderate",3633.62
0,2,"Far","High","Moderate","Moderate",4310.33
0,2,"Far","High","Moderate","Moderate",4099.06
0,2,"Far","High","Moderate","Moderate",1200
0,2,"Far","High","Moderate","Moderate",2852
0,2,"Far","High","Moderate","Moderate",2587.74
0,2,"Far","High","Moderate","Moderate",1736.77
0,2,"Far","High","Moderate","Moderate",3375.87
1,2,"Far","High","Moderate","Moderate",2406.97
1,2,"Far","High","Moderate","Moderate",6281.18
1,2,"Far","High","Moderate","Moderate",4337.74
1,2,"Far","High","Moderate","Moderate",4400.38
1,2,"Far","High","Moderate","Moderate",5223.23
1,2,"Far","High","Moderate","Moderate",3821.43
1,2,"Far","High","Moderate","Moderate",5509.54
1,2,"Far","High","Moderate","Moderate",6571.74
1,2,"Far","High","Moderate","Moderate",3596.23
1,2,"Far","High","Moderate","Moderate",3011.6
1,2,"Far","High","Moderate","Moderate",7818.87
1,2,"Far","High","Moderate","Moderate",4218.23
1,2,"Far","High","Moderate","Moderate",5167.52
1,2,"Far","High","Moderate","Moderate",6358.3
1,2,"Far","High","Moderate","Moderate",4821.22
0,3,"Far","High","Moderate","Moderate",4039.12
0,3,"Far","High","Moderate","Moderate",4805.69
0,3,"Far","High","Moderate","Moderate",4441.56
0,3,"Far","High","Moderate","Moderate",4712.22
0,3,"Far","High","Moderate","Moderate",9330.75
0,3,"Far","High","Moderate","Moderate",5663.15
0,3,"Far","High","Moderate","Moderate",5743.5
0,3,"Far","High","Moderate","Moderate",6756.24
0,3,"Far","High","Moderate","Moderate",4256.79
0,3,"Far","High","Moderate","Moderate",5227.56
0,3,"Far","High","Moderate","Moderate",6171.97
0,3,"Far","High","Moderate","Moderate",4660.65
0,3,"Far","High","Moderate","Moderate",4777.56
0,3,"Far","High","Moderate","Moderate",2835.76
0,3,"Far","High","Moderate","Moderate",3461.42
1,3,"Far","High","Moderate","Moderate",7845.74
1,3,"Far","High","Moderate","Moderate",6214.74
1,3,"Far","High","Moderate","Moderate",7405.55
1,3,"Far","High","Moderate","Moderate",1796.44
1,3,"Far","High","Moderate","Moderate",5874.71
1,3,"Far","High","Moderate","Moderate",8425.02
1,3,"Far","High","Moderate","Moderate",5375.1
1,3,"Far","High","Moderate","Moderate",9066.04
1,3,"Far","High","Moderate","Moderate",6555.31
1,3,"Far","High","Moderate","Moderate",6977.48
1,3,"Far","High","Moderate","Moderate",6727.8
1,3,"Far","High","Moderate","Moderate",7138.57
1,3,"Far","High","Moderate","Moderate",7367.15
1,3,"Far","High","Moderate","Moderate",5416.49
1,3,"Far","High","Moderate","Moderate",7412.27
0,1,"Close","Low","High","Moderate",1200
0,1,"Close","Low","High","Moderate",4855.77
0,1,"Close","Low","High","Moderate",5408.56
0,1,"Close","Low","High","Moderate",4030.43
0,1,"Close","Low","High","Moderate",1332.38
0,1,"Close","Low","High","Moderate",2172.65
0,1,"Close","Low","High","Moderate",1200
0,1,"Close","Low","High","Moderate",5055.41
0,1,"Close","Low","High","Moderate",2562.3
0,1,"Close","Low","High","Moderate",3877.31
0,1,"Close","Low","High","Moderate",2672.61
0,1,"Close","Low","High","Moderate",1772.04
0,1,"Close","Low","High","Moderate",2041.35
0,1,"Close","Low","High","Moderate",3455.68
0,1,"Close","Low","High","Moderate",2461.86
1,1,"Close","Low","High","Moderate",3718.49
1,1,"Close","Low","High","Moderate",2750.38
1,1,"Close","Low","High","Moderate",3252.31
1,1,"Close","Low","High","Moderate",6469.17
1,1,"Close","Low","High","Moderate",3853.03
1,1,"Close","Low","High","Moderate",4154.55
1,1,"Close","Low","High","Moderate",4008.29
1,1,"Close","Low","High","Moderate",4147.33
1,1,"Close","Low","High","Moderate",5339.41
1,1,"Close","Low","High","Moderate",4583.4
1,1,"Close","Low","High","Moderate",1200
1,1,"Close","Low","High","Moderate",5109.77
1,1,"Close","Low","High","Moderate",2965.65
1,1,"Close","Low","High","Moderate",4501.75
1,1,"Close","Low","High","Moderate",3065.23
0,2,"Close","Low","High","Moderate",2495.45
0,2,"Close","Low","High","Moderate",3211.25
0,2,"Close","Low","High","Moderate",2838.45
0,2,"Close","Low","High","Moderate",3836.37
0,2,"Close","Low","High","Moderate",3672.31
0,2,"Close","Low","High","Moderate",2205.86
0,2,"Close","Low","High","Moderate",5248.31
0,2,"Close","Low","High","Moderate",5193.91
0,2,"Close","Low","High","Moderate",3617.27
0,2,"Close","Low","High","Moderate",1341.33
0,2,"Close","Low","High","Moderate",2549.37
0,2,"Close","Low","High","Moderate",5060.86
0,2,"Close","Low","High","Moderate",3764.19
0,2,"Close","Low","High","Moderate",5561.67
0,2,"Close","Low","High","Moderate",3190.34
1,2,"Close","Low","High","Moderate",4245.41
1,2,"Close","Low","High","Moderate",2157.12
1,2,"Close","Low","High","Moderate",6443.04
1,2,"Close","Low","High","Moderate",4530.19
1,2,"Close","Low","High","Moderate",4555.43
1,2,"Close","Low","High","Moderate",1833.52
1,2,"Close","Low","High","Moderate",5498.65
1,2,"Close","Low","High","Moderate",1869.57
1,2,"Close","Low","High","Moderate",9284.64
1,2,"Close","Low","High","Moderate",5392.21
1,2,"Close","Low","High","Moderate",2508.63
1,2,"Close","Low","High","Moderate",3812.99
1,2,"Close","Low","High","Moderate",4427.48
1,2,"Close","Low","High","Moderate",4648.06
1,2,"Close","Low","High","Moderate",4864.91
0,3,"Close","Low","High","Moderate",6312.89
0,3,"Close","Low","High","Moderate",5634.01
0,3,"Close","Low","High","Moderate",6886.94
0,3,"Close","Low","High","Moderate",6514.48
0,3,"Close","Low","High","Moderate",5237.33
0,3,"Close","Low","High","Moderate",5990.44
0,3,"Close","Low","High","Moderate",6562.46
0,3,"Close","Low","High","Moderate",5840.24
0,3,"Close","Low","High","Moderate",5220.33
0,3,"Close","Low","High","Moderate",7946.62
0,3,"Close","Low","High","Moderate",6736.08
0,3,"Close","Low","High","Moderate",7310.2
0,3,"Close","Low","High","Moderate",7393.25
0,3,"Close","Low","High","Moderate",8328.71
0,3,"Close","Low","High","Moderate",7657.03
1,3,"Close","Low","High","Moderate",4693.18
1,3,"Close","Low","High","Moderate",4503.49
1,3,"Close","Low","High","Moderate",6492.13
1,3,"Close","Low","High","Moderate",8188.67
1,3,"Close","Low","High","Moderate",7795.02
1,3,"Close","Low","High","Moderate",8899.01
1,3,"Close","Low","High","Moderate",6298.84
1,3,"Close","Low","High","Moderate",5231.94
1,3,"Close","Low","High","Moderate",4760.64
1,3,"Close","Low","High","Moderate",9200.05
1,3,"Close","Low","High","Moderate",9673.72
1,3,"Close","Low","High","Moderate",5477.49
1,3,"Close","Low","High","Moderate",5752.04
1,3,"Close","Low","High","Moderate",10465.92
1,3,"Close","Low","High","Moderate",5352.02
0,1,"Far","Low","High","Moderate",2355.52
0,1,"Far","Low","High","Moderate",2064.81
0,1,"Far","Low","High","Moderate",1795.27
0,1,"Far","Low","High","Moderate",2825.28
0,1,"Far","Low","High","Moderate",6737.63
0,1,"Far","Low","High","Moderate",3144.55
0,1,"Far","Low","High","Moderate",1200
0,1,"Far","Low","High","Moderate",4746.83
0,1,"Far","Low","High","Moderate",1200
0,1,"Far","Low","High","Moderate",2650.88
0,1,"Far","Low","High","Moderate",5884.22
0,1,"Far","Low","High","Moderate",3568.61
0,1,"Far","Low","High","Moderate",1200
0,1,"Far","Low","High","Moderate",6014.55
0,1,"Far","Low","High","Moderate",1456.99
1,1,"Far","Low","High","Moderate",4122.93
1,1,"Far","Low","High","Moderate",4977.26
1,1,"Far","Low","High","Moderate",1982.96
1,1,"Far","Low","High","Moderate",3040.93
1,1,"Far","Low","High","Moderate",4121.11
1,1,"Far","Low","High","Moderate",3624.61
1,1,"Far","Low","High","Moderate",4861.62
1,1,"Far","Low","High","Moderate",4373.3
1,1,"Far","Low","High","Moderate",1904.55
1,1,"Far","Low","High","Moderate",2182.07
1,1,"Far","Low","High","Moderate",3469.32
1,1,"Far","Low","High","Moderate",4735.02
1,1,"Far","Low","High","Moderate",6966.05
1,1,"Far","Low","High","Moderate",7057.49
1,1,"Far","Low","High","Moderate",4368.25
0,2,"Far","Low","High","Moderate",1573.44
0,2,"Far","Low","High","Moderate",6143.54
0,2,"Far","Low","High","Moderate",6583.22
0,2,"Far","Low","High","Moderate",4107.98
0,2,"Far","Low","High","Moderate",5226
0,2,"Far","Low","High","Moderate",3413.68
0,2,"Far","Low","High","Moderate",4643.78
0,2,"Far","Low","High","Moderate",5280.58
0,2,"Far","Low","High","Moderate",6138.63
0,2,"Far","Low","High","Moderate",5614.25
0,2,"Far","Low","High","Moderate",5321.09
0,2,"Far","Low","High","Moderate",2644.99
0,2,"Far","Low","High","Moderate",6979.26
0,2,"Far","Low","High","Moderate",1200
0,2,"Far","Low","High","Moderate",3299.53
1,2,"Far","Low","High","Moderate",7166.05
1,2,"Far","Low","High","Moderate",4058.93
1,2,"Far","Low","High","Moderate",4602.35
1,2,"Far","Low","High","Moderate",9154.04
1,2,"Far","Low","High","Moderate",6810.21
1,2,"Far","Low","High","Moderate",2938.17
1,2,"Far","Low","High","Moderate",4431.76
1,2,"Far","Low","High","Moderate",3766.74
1,2,"Far","Low","High","Moderate",5403.48
1,2,"Far","Low","High","Moderate",3010.64
1,2,"Far","Low","High","Moderate",4765.36
1,2,"Far","Low","High","Moderate",7604.8
1,2,"Far","Low","High","Moderate",6347.21
1,2,"Far","Low","High","Moderate",6080.55
1,2,"Far","Low","High","Moderate",4337.21
0,3,"Far","Low","High","Moderate",6579.49
0,3,"Far","Low","High","Moderate",7754.59
0,3,"Far","Low","High","Moderate",4836.27
0,3,"Far","Low","High","Moderate",2855.98
0,3,"Far","Low","High","Moderate",6532.36
0,3,"Far","Low","High","Moderate",6505.67
0,3,"Far","Low","High","Moderate",8414.93
0,3,"Far","Low","High","Moderate",6178.28
0,3,"Far","Low","High","Moderate",5841.63
0,3,"Far","Low","High","Moderate",7932.98
0,3,"Far","Low","High","Moderate",5931.4
0,3,"Far","Low","High","Moderate",9679.14
0,3,"Far","Low","High","Moderate",5389.27
0,3,"Far","Low","High","Moderate",8486.56
0,3,"Far","Low","High","Moderate",3691.28
1,3,"Far","Low","High","Moderate",10083
1,3,"Far","Low","High","Moderate",7379.38
1,3,"Far","Low","High","Moderate",4188.61
1,3,"Far","Low","High","Moderate",5188.26
1,3,"Far","Low","High","Moderate",7325.04
1,3,"Far","Low","High","Moderate",10480.26
1,3,"Far","Low","High","Moderate",6601.06
1,3,"Far","Low","High","Moderate",7323.69
1,3,"Far","Low","High","Moderate",9042.65
1,3,"Far","Low","High","Moderate",7521.62
1,3,"Far","Low","High","Moderate",7135.44
1,3,"Far","Low","High","Moderate",7474.29
1,3,"Far","Low","High","Moderate",7019.84
1,3,"Far","Low","High","Moderate",7896.17
1,3,"Far","Low","High","Moderate",8294.04
0,1,"Close","Moderate","High","Moderate",1200
0,1,"Close","Moderate","High","Moderate",2332.13
0,1,"Close","Moderate","High","Moderate",1495.09
0,1,"Close","Moderate","High","Moderate",3736.93
0,1,"Close","Moderate","High","Moderate",2745.06
0,1,"Close","Moderate","High","Moderate",1200
0,1,"Close","Moderate","High","Moderate",3520.11
0,1,"Close","Moderate","High","Moderate",1200
0,1,"Close","Moderate","High","Moderate",4386.39
0,1,"Close","Moderate","High","Moderate",1200
0,1,"Close","Moderate","High","Moderate",5782.75
0,1,"Close","Moderate","High","Moderate",1887.04
0,1,"Close","Moderate","High","Moderate",2173.95
0,1,"Close","Moderate","High","Moderate",1200
0,1,"Close","Moderate","High","Moderate",1200
1,1,"Close","Moderate","High","Moderate",3762.18
1,1,"Close","Moderate","High","Moderate",1200
1,1,"Close","Moderate","High","Moderate",4584.43
1,1,"Close","Moderate","High","Moderate",1200
1,1,"Close","Moderate","High","Moderate",2214.6
1,1,"Close","Moderate","High","Moderate",4291.06
1,1,"Close","Moderate","High","Moderate",3029.08
1,1,"Close","Moderate","High","Moderate",4409.76
1,1,"Close","Moderate","High","Moderate",3668.18
1,1,"Close","Moderate","High","Moderate",3356.54
1,1,"Close","Moderate","High","Moderate",6378.21
1,1,"Close","Moderate","High","Moderate",1650.82
1,1,"Close","Moderate","High","Moderate",3164.76
1,1,"Close","Moderate","High","Moderate",2005.52
1,1,"Close","Moderate","High","Moderate",1967.47
0,2,"Close","Moderate","High","Moderate",3197.55
0,2,"Close","Moderate","High","Moderate",2136.22
0,2,"Close","Moderate","High","Moderate",4924.5
0,2,"Close","Moderate","High","Moderate",5101.69
0,2,"Close","Moderate","High","Moderate",4387.51
0,2,"Close","Moderate","High","Moderate",1200
0,2,"Close","Moderate","High","Moderate",2909.94
0,2,"Close","Moderate","High","Moderate",4315.76
0,2,"Close","Moderate","High","Moderate",3368.09
0,2,"Close","Moderate","High","Moderate",5993.71
0,2,"Close","Moderate","High","Moderate",2992.23
0,2,"Close","Moderate","High","Moderate",3435.44
0,2,"Close","Moderate","High","Moderate",4103.88
0,2,"Close","Moderate","High","Moderate",4422.08
0,2,"Close","Moderate","High","Moderate",4344.64
1,2,"Close","Moderate","High","Moderate",3316.58
1,2,"Close","Moderate","High","Moderate",6522.26
1,2,"Close","Moderate","High","Moderate",4888.8
1,2,"Close","Moderate","High","Moderate",4779.53
1,2,"Close","Moderate","High","Moderate",2525.47
1,2,"Close","Moderate","High","Moderate",2590.61
1,2,"Close","Moderate","High","Moderate",3094.45
1,2,"Close","Moderate","High","Moderate",3107.26
1,2,"Close","Moderate","High","Moderate",5615.69
1,2,"Close","Moderate","High","Moderate",5639.14
1,2,"Close","Moderate","High","Moderate",5477.5
1,2,"Close","Moderate","High","Moderate",4029.34
1,2,"Close","Moderate","High","Moderate",3014.17
1,2,"Close","Moderate","High","Moderate",1600.85
1,2,"Close","Moderate","High","Moderate",2059.49
0,3,"Close","Moderate","High","Moderate",8549.6
0,3,"Close","Moderate","High","Moderate",4698.18
0,3,"Close","Moderate","High","Moderate",4473.34
0,3,"Close","Moderate","High","Moderate",5097.48
0,3,"Close","Moderate","High","Moderate",4457.36
0,3,"Close","Moderate","High","Moderate",4695.61
0,3,"Close","Moderate","High","Moderate",8987.9
0,3,"Close","Moderate","High","Moderate",4846.83
0,3,"Close","Moderate","High","Moderate",5256.08
0,3,"Close","Moderate","High","Moderate",5926.72
0,3,"Close","Moderate","High","Moderate",9336.66
0,3,"Close","Moderate","High","Moderate",5388.51
0,3,"Close","Moderate","High","Moderate",6482.31
0,3,"Close","Moderate","High","Moderate",6603.31
0,3,"Close","Moderate","High","Moderate",5546.59
1,3,"Close","Moderate","High","Moderate",2918.96
1,3,"Close","Moderate","High","Moderate",8837.58
1,3,"Close","Moderate","High","Moderate",6259.96
1,3,"Close","Moderate","High","Moderate",7312.23
1,3,"Close","Moderate","High","Moderate",5363.7
1,3,"Close","Moderate","High","Moderate",7532.19
1,3,"Close","Moderate","High","Moderate",7995.25
1,3,"Close","Moderate","High","Moderate",9026.02
1,3,"Close","Moderate","High","Moderate",5057.98
1,3,"Close","Moderate","High","Moderate",6959.8
1,3,"Close","Moderate","High","Moderate",6206.83
1,3,"Close","Moderate","High","Moderate",5913.44
1,3,"Close","Moderate","High","Moderate",5026.7
1,3,"Close","Moderate","High","Moderate",7541.99
1,3,"Close","Moderate","High","Moderate",7276.39
0,1,"Far","Moderate","High","Moderate",6728.46
0,1,"Far","Moderate","High","Moderate",1200
0,1,"Far","Moderate","High","Moderate",6861.32
0,1,"Far","Moderate","High","Moderate",2603.38
0,1,"Far","Moderate","High","Moderate",5450.1
0,1,"Far","Moderate","High","Moderate",3854.53
0,1,"Far","Moderate","High","Moderate",4453.66
0,1,"Far","Moderate","High","Moderate",3987.32
0,1,"Far","Moderate","High","Moderate",5661.96
0,1,"Far","Moderate","High","Moderate",2515.33
0,1,"Far","Moderate","High","Moderate",4808.99
0,1,"Far","Moderate","High","Moderate",1200
0,1,"Far","Moderate","High","Moderate",2170.7
0,1,"Far","Moderate","High","Moderate",4504.43
0,1,"Far","Moderate","High","Moderate",4127.29
1,1,"Far","Moderate","High","Moderate",3700.7
1,1,"Far","Moderate","High","Moderate",3895.55
1,1,"Far","Moderate","High","Moderate",4412.12
1,1,"Far","Moderate","High","Moderate",5548.77
1,1,"Far","Moderate","High","Moderate",1200
1,1,"Far","Moderate","High","Moderate",4461.43
1,1,"Far","Moderate","High","Moderate",1476.72
1,1,"Far","Moderate","High","Moderate",6371.06
1,1,"Far","Moderate","High","Moderate",5519.85
1,1,"Far","Moderate","High","Moderate",3585.83
1,1,"Far","Moderate","High","Moderate",6033.04
1,1,"Far","Moderate","High","Moderate",3307.56
1,1,"Far","Moderate","High","Moderate",1200
1,1,"Far","Moderate","High","Moderate",1710.88
1,1,"Far","Moderate","High","Moderate",3948.28
0,2,"Far","Moderate","High","Moderate",2918.57
0,2,"Far","Moderate","High","Moderate",4843.76
0,2,"Far","Moderate","High","Moderate",7365.34
0,2,"Far","Moderate","High","Moderate",3921.38
0,2,"Far","Moderate","High","Moderate",4540.69
0,2,"Far","Moderate","High","Moderate",6003.67
0,2,"Far","Moderate","High","Moderate",7480.36
0,2,"Far","Moderate","High","Moderate",1200
0,2,"Far","Moderate","High","Moderate",5821.44
0,2,"Far","Moderate","High","Moderate",3170.21
0,2,"Far","Moderate","High","Moderate",4410.25
0,2,"Far","Moderate","High","Moderate",1200
0,2,"Far","Moderate","High","Moderate",3319.52
0,2,"Far","Moderate","High","Moderate",6505.79
0,2,"Far","Moderate","High","Moderate",5649.04
1,2,"Far","Moderate","High","Moderate",3252.39
1,2,"Far","Moderate","High","Moderate",5236.33
1,2,"Far","Moderate","High","Moderate",4318.29
1,2,"Far","Moderate","High","Moderate",2222.64
1,2,"Far","Moderate","High","Moderate",3780.44
1,2,"Far","Moderate","High","Moderate",7186.98
1,2,"Far","Moderate","High","Moderate",4136.41
1,2,"Far","Moderate","High","Moderate",3011.97
1,2,"Far","Moderate","High","Moderate",6061
1,2,"Far","Moderate","High","Moderate",4845.08
1,2,"Far","Moderate","High","Moderate",3645.84
1,2,"Far","Moderate","High","Moderate",5164.68
1,2,"Far","Moderate","High","Moderate",1200
1,2,"Far","Moderate","High","Moderate",6041.86
1,2,"Far","Moderate","High","Moderate",3443.82
0,3,"Far","Moderate","High","Moderate",8022.98
0,3,"Far","Moderate","High","Moderate",9591.84
0,3,"Far","Moderate","High","Moderate",7821.77
0,3,"Far","Moderate","High","Moderate",6738.02
0,3,"Far","Moderate","High","Moderate",4400.84
0,3,"Far","Moderate","High","Moderate",4255.6
0,3,"Far","Moderate","High","Moderate",6594.28
0,3,"Far","Moderate","High","Moderate",4884.86
0,3,"Far","Moderate","High","Moderate",6067.28
0,3,"Far","Moderate","High","Moderate",4756.68
0,3,"Far","Moderate","High","Moderate",9457.32
0,3,"Far","Moderate","High","Moderate",5873.45
0,3,"Far","Moderate","High","Moderate",7132.8
0,3,"Far","Moderate","High","Moderate",7085.7
0,3,"Far","Moderate","High","Moderate",7008.28
1,3,"Far","Moderate","High","Moderate",5500.24
