"student_spending","hours_study_cat","fin_lit_cat","living_arr","funding_cat","social_outings_cat","distance_cat"
2576.16765771887,"High","High","Apartment","NSFAS","High","Near"
3342.09433213331,"High","High","Apartment","NSFAS","High","Near"
2707.89556316325,"High","High","Apartment","NSFAS","High","Near"
3414.95109422318,"High","High","Apartment","NSFAS","High","Near"
3136.5215666547,"High","High","Apartment","NSFAS","High","Near"
3076.26579369128,"High","High","Apartment","NSFAS","High","Near"
2598.28842420683,"Low","Low","On-campus","Self","Low","Far"
2943.263011246,"Low","Low","On-campus","Self","Low","Far"
2441.16923069553,"Low","Low","On-campus","Self","Low","Far"
2739.52582348719,"Low","Low","On-campus","Self","Low","Far"
2685.28946710547,"Low","Low","On-campus","Self","Low","Far"
2305.12034271461,"Low","Low","On-campus","Self","Low","Far"
2164.74449566651,"Low","Low","On-campus","Self","Low","Far"
2101.85355719021,"Low","Low","On-campus","Self","Low","Far"
2737.81855286697,"Low","Low","On-campus","Self","Low","Far"
2591.31448461718,"Low","Low","On-campus","Self","Low","Far"
3062.64292590266,"Low","Low","On-campus","Self","Low","Far"
2743.41877706576,"Low","Low","On-campus","Self","Low","Far"
2812.42397277065,"Low","Low","On-campus","Self","Low","Far"
2933.59589633374,"Low","Low","On-campus","Self","Low","Far"
2474.82022550876,"Low","Low","On-campus","Self","Low","Far"
2727.52448205712,"Low","Low","On-campus","Self","Low","Far"
2817.19831756104,"Low","Low","On-campus","Self","Low","Far"
2942.33792200076,"Low","Low","On-campus","Self","Low","Far"
2790.66278658159,"Low","Low","On-campus","Self","Low","Far"
2705.28679325933,"Low","Low","On-campus","Self","Low","Far"
2382.94398818219,"High","Low","On-campus","Self","Low","Far"
2782.39009023942,"High","Low","On-campus","Self","Low","Far"
2725.06646810457,"High","Low","On-campus","Self","Low","Far"
2758.56256342673,"High","Low","On-campus","Self","Low","Far"
2705.91126139306,"High","Low","On-campus","Self","Low","Far"
2549.5404888225,"High","Low","On-campus","Self","Low","Far"
2580.7835253915,"High","Low","On-campus","Self","Low","Far"
2771.84102832038,"High","Low","On-campus","Self","Low","Far"
2642.90787673114,"High","Low","On-campus","Self","Low","Far"
2392.47285641825,"High","Low","On-campus","Self","Low","Far"
2527.46022004858,"High","Low","On-campus","Self","Low","Far"
2270.21856895587,"High","Low","On-campus","Self","Low","Far"
2358.24202433277,"High","Low","On-campus","Self","Low","Far"
2563.84723246612,"High","Low","On-campus","Self","Low","Far"
2150.46686090627,"High","Low","On-campus","Self","Low","Far"
2177.86438135211,"High","Low","On-campus","Self","Low","Far"
2875.64129985902,"High","Low","On-campus","Self","Low","Far"
2455.84526894714,"High","Low","On-campus","Self","Low","Far"
2137.07706761213,"High","Low","On-campus","Self","Low","Far"
2571.78419014276,"High","Low","On-campus","Self","Low","Far"
2630.26731680538,"Low","Medium","On-campus","Self","Low","Far"
2465.56357423366,"Low","Medium","On-campus","Self","Low","Far"
2410.34579958841,"Low","Medium","On-campus","Self","Low","Far"
2595.93647806996,"Low","Medium","On-campus","Self","Low","Far"
2107.12463972478,"Low","Medium","On-campus","Self","Low","Far"
2482.42229783801,"Low","Medium","On-campus","Self","Low","Far"
2153.22859605528,"Low","Medium","On-campus","Self","Low","Far"
2300.19104659063,"Low","Medium","On-campus","Self","Low","Far"
2853.61632983503,"Low","Medium","On-campus","Self","Low","Far"
2542.35859892732,"Low","Medium","On-campus","Self","Low","Far"
2492.0019284293,"Low","Medium","On-campus","Self","Low","Far"
2022.91802204546,"Low","Medium","On-campus","Self","Low","Far"
2103.44102000132,"Low","Medium","On-campus","Self","Low","Far"
2871.0291200654,"Low","Medium","On-campus","Self","Low","Far"
2026.67480900667,"Low","Medium","On-campus","Self","Low","Far"
2353.61984382127,"Low","Medium","On-campus","Self","Low","Far"
2523.14276490927,"Low","Medium","On-campus","Self","Low","Far"
2554.68949308556,"Low","Medium","On-campus","Self","Low","Far"
2572.27800272981,"Low","Medium","On-campus","Self","Low","Far"
2259.2177525287,"Low","Medium","On-campus","Self","Low","Far"
2094.75332572,"High","Medium","On-campus","Self","Low","Far"
2223.18569175284,"High","Medium","On-campus","Self","Low","Far"
2074.47549786513,"High","Medium","On-campus","Self","Low","Far"
2456.76718577875,"High","Medium","On-campus","Self","Low","Far"
2580.08875710653,"High","Medium","On-campus","Self","Low","Far"
2831.80338812338,"High","Medium","On-campus","Self","Low","Far"
2391.52859573293,"High","Medium","On-campus","Self","Low","Far"
2081.30465570158,"High","Medium","On-campus","Self","Low","Far"
2556.11871574831,"High","Medium","On-campus","Self","Low","Far"
2526.18972342383,"High","Medium","On-campus","Self","Low","Far"
2240.43782602429,"High","Medium","On-campus","Self","Low","Far"
1910.53627403192,"High","Medium","On-campus","Self","Low","Far"
2490.32747384848,"High","Medium","On-campus","Self","Low","Far"
2582.28609891041,"High","Medium","On-campus","Self","Low","Far"
2226.22304232352,"High","Medium","On-campus","Self","Low","Far"
2434.06070458951,"High","Medium","On-campus","Self","Low","Far"
2231.02738131237,"High","Medium","On-campus","Self","Low","Far"
2470.57881128438,"High","Medium","On-campus","Self","Low","Far"
2270.67732132129,"High","Medium","On-campus","Self","Low","Far"
2213.83103401998,"High","Medium","On-campus","Self","Low","Far"
2027.9051245493,"Low","High","On-campus","Self","Low","Far"
1929.14867125443,"Low","High","On-campus","Self","Low","Far"
1852.24570888643,"Low","High","On-campus","Self","Low","Far"
1921.0157671894,"Low","High","On-campus","Self","Low","Far"
1997.96196191862,"Low","High","On-campus","Self","Low","Far"
2051.87378517962,"Low","High","On-campus","Self","Low","Far"
2383.10590540646,"Low","High","On-campus","Self","Low","Far"
1660.50054226163,"Low","High","On-campus","Self","Low","Far"
1950.09523736176,"Low","High","On-campus","Self","Low","Far"
2157.88078194521,"Low","High","On-campus","Self","Low","Far"
2440.50522586072,"Low","High","On-campus","Self","Low","Far"
2106.50359065387,"Low","High","On-campus","Self","Low","Far"
1996.56164588115,"Low","High","On-campus","Self","Low","Far"
1923.11077260091,"Low","High","On-campus","Self","Low","Far"
2103.57704102707,"Low","High","On-campus","Self","Low","Far"
2247.2644800491,"Low","High","On-campus","Self","Low","Far"
1954.03542236349,"Low","High","On-campus","Self","Low","Far"
2040.94035171164,"Low","High","On-campus","Self","Low","Far"
2054.2340860361,"Low","High","On-campus","Self","Low","Far"
2182.31940855241,"Low","High","On-campus","Self","Low","Far"
2277.84510175617,"High","High","On-campus","Self","Low","Far"
2069.79020423491,"High","High","On-campus","Self","Low","Far"
1980.9573321132,"High","High","On-campus","Self","Low","Far"
2348.66578305214,"High","High","On-campus","Self","Low","Far"
2041.1335294014,"High","High","On-campus","Self","Low","Far"
2394.46299469837,"High","High","On-campus","Self","Low","Far"
1984.51933559511,"High","High","On-campus","Self","Low","Far"
2153.48074104842,"High","High","On-campus","Self","Low","Far"
1613.47785143869,"High","High","On-campus","Self","Low","Far"
1971.90200966565,"High","High","On-campus","Self","Low","Far"
1994.55136500978,"High","High","On-campus","Self","Low","Far"
1810.41364564586,"High","High","On-campus","Self","Low","Far"
1741.02677889443,"High","High","On-campus","Self","Low","Far"
2237.03982563795,"High","High","On-campus","Self","Low","Far"
2228.53968348193,"High","High","On-campus","Self","Low","Far"
1675.31700128839,"High","High","On-campus","Self","Low","Far"
2106.09469873359,"High","High","On-campus","Self","Low","Far"
1721.86367001123,"High","High","On-campus","Self","Low","Far"
1737.23169345461,"High","High","On-campus","Self","Low","Far"
2131.35311206659,"High","High","On-campus","Self","Low","Far"
2928.49399997674,"Low","Low","Off-campus","Self","Low","Far"
3348.36999553055,"Low","Low","Off-campus","Self","Low","Far"
3109.63089976884,"Low","Low","Off-campus","Self","Low","Far"
3234.03724394643,"Low","Low","Off-campus","Self","Low","Far"
2969.09332552846,"Low","Low","Off-campus","Self","Low","Far"
2812.1946662641,"Low","Low","Off-campus","Self","Low","Far"
3328.68806025069,"Low","Low","Off-campus","Self","Low","Far"
3159.51787289068,"Low","Low","Off-campus","Self","Low","Far"
3040.23306013632,"Low","Low","Off-campus","Self","Low","Far"
3117.30883163643,"Low","Low","Off-campus","Self","Low","Far"
3431.47708564981,"Low","Low","Off-campus","Self","Low","Far"
2925.45834134498,"Low","Low","Off-campus","Self","Low","Far"
2912.6478888842,"Low","Low","Off-campus","Self","Low","Far"
2945.09623682316,"Low","Low","Off-campus","Self","Low","Far"
2703.75218294753,"Low","Low","Off-campus","Self","Low","Far"
3304.90703437594,"Low","Low","Off-campus","Self","Low","Far"
3148.09241168606,"Low","Low","Off-campus","Self","Low","Far"
3151.79299355448,"Low","Low","Off-campus","Self","Low","Far"
3089.16316141308,"Low","Low","Off-campus","Self","Low","Far"
2972.45988964397,"Low","Low","Off-campus","Self","Low","Far"
2894.14534655594,"High","Low","Off-campus","Self","Low","Far"
3312.96410082317,"High","Low","Off-campus","Self","Low","Far"
2743.45383176996,"High","Low","Off-campus","Self","Low","Far"
3210.07473549135,"High","Low","Off-campus","Self","Low","Far"
2901.84708731058,"High","Low","Off-campus","Self","Low","Far"
3170.57755363637,"High","Low","Off-campus","Self","Low","Far"
2914.82736945246,"High","Low","Off-campus","Self","Low","Far"
2969.16457932899,"High","Low","Off-campus","Self","Low","Far"
3542.34147925675,"High","Low","Off-campus","Self","Low","Far"
3267.07065473338,"High","Low","Off-campus","Self","Low","Far"
2563.77574393109,"High","Low","Off-campus","Self","Low","Far"
3131.60310402508,"High","Low","Off-campus","Self","Low","Far"
2987.04676593569,"High","Low","Off-campus","Self","Low","Far"
2815.84345305558,"High","Low","Off-campus","Self","Low","Far"
3152.4464726078,"High","Low","Off-campus","Self","Low","Far"
3132.49137900484,"High","Low","Off-campus","Self","Low","Far"
3017.87335685798,"High","Low","Off-campus","Self","Low","Far"
3593.17589183436,"High","Low","Off-campus","Self","Low","Far"
2537.82748329586,"High","Low","Off-campus","Self","Low","Far"
3309.55484681962,"High","Low","Off-campus","Self","Low","Far"
2727.74418238436,"Low","Medium","Off-campus","Self","Low","Far"
2964.12835264485,"Low","Medium","Off-campus","Self","Low","Far"
2686.50057484033,"Low","Medium","Off-campus","Self","Low","Far"
2651.53385938873,"Low","Medium","Off-campus","Self","Low","Far"
2372.40508340134,"Low","Medium","Off-campus","Self","Low","Far"
2747.63789293182,"Low","Medium","Off-campus","Self","Low","Far"
3419.68645033927,"Low","Medium","Off-campus","Self","Low","Far"
3047.42555203234,"Low","Medium","Off-campus","Self","Low","Far"
3218.89303895671,"Low","Medium","Off-campus","Self","Low","Far"
3028.74132957851,"Low","Medium","Off-campus","Self","Low","Far"
3086.06567699046,"Low","Medium","Off-campus","Self","Low","Far"
3025.71910362478,"Low","Medium","Off-campus","Self","Low","Far"
2918.84810794128,"Low","Medium","Off-campus","Self","Low","Far"
2654.36780650075,"Low","Medium","Off-campus","Self","Low","Far"
2666.76631566913,"Low","Medium","Off-campus","Self","Low","Far"
2399.79000090618,"Low","Medium","Off-campus","Self","Low","Far"
2798.54557153,"Low","Medium","Off-campus","Self","Low","Far"
3024.83891896418,"Low","Medium","Off-campus","Self","Low","Far"
3057.98063913152,"Low","Medium","Off-campus","Self","Low","Far"
2823.78317611385,"Low","Medium","Off-campus","Self","Low","Far"
2663.09309569452,"High","Medium","Off-campus","Self","Low","Far"
3622.62936082963,"High","Medium","Off-campus","Self","Low","Far"
2984.17138281261,"High","Medium","Off-campus","Self","Low","Far"
3155.14382621978,"High","Medium","Off-campus","Self","Low","Far"
2715.57983983317,"High","Medium","Off-campus","Self","Low","Far"
2790.51059323635,"High","Medium","Off-campus","Self","Low","Far"
2912.15177442668,"High","Medium","Off-campus","Self","Low","Far"
3219.13057798707,"High","Medium","Off-campus","Self","Low","Far"
2722.13136363597,"High","Medium","Off-campus","Self","Low","Far"
3013.40391669577,"High","Medium","Off-campus","Self","Low","Far"
2276.29634141994,"High","Medium","Off-campus","Self","Low","Far"
2673.18639147959,"High","Medium","Off-campus","Self","Low","Far"
2476.99773080917,"High","Medium","Off-campus","Self","Low","Far"
3078.34067933927,"High","Medium","Off-campus","Self","Low","Far"
2758.88672792994,"High","Medium","Off-campus","Self","Low","Far"
2702.40647949831,"High","Medium","Off-campus","Self","Low","Far"
3142.27496154964,"High","Medium","Off-campus","Self","Low","Far"
3079.06821456001,"High","Medium","Off-campus","Self","Low","Far"
2575.49469913313,"High","Medium","Off-campus","Self","Low","Far"
2906.96662190241,"High","Medium","Off-campus","Self","Low","Far"
2192.88885787194,"Low","High","Off-campus","Self","Low","Far"
2381.09624394721,"Low","High","Off-campus","Self","Low","Far"
2904.14440928674,"Low","High","Off-campus","Self","Low","Far"
2862.53198783261,"Low","High","Off-campus","Self","Low","Far"
2777.25468886671,"Low","High","Off-campus","Self","Low","Far"
2357.27402841742,"Low","High","Off-campus","Self","Low","Far"
2029.64213243111,"Low","High","Off-campus","Self","Low","Far"
2206.07545399396,"Low","High","Off-campus","Self","Low","Far"
2738.13913115688,"Low","High","Off-campus","Self","Low","Far"
2427.35802845873,"Low","High","Off-campus","Self","Low","Far"
1959.34796360801,"Low","High","Off-campus","Self","Low","Far"
2454.95312807088,"Low","High","Off-campus","Self","Low","Far"
2852.55980528114,"Low","High","Off-campus","Self","Low","Far"
2660.86716012988,"Low","High","Off-campus","Self","Low","Far"
2294.68536411764,"Low","High","Off-campus","Self","Low","Far"
2113.52083698374,"Low","High","Off-campus","Self","Low","Far"
2293.3631935908,"Low","High","Off-campus","Self","Low","Far"
2508.63191783038,"Low","High","Off-campus","Self","Low","Far"
2722.01842522801,"Low","High","Off-campus","Self","Low","Far"
2015.01496130244,"Low","High","Off-campus","Self","Low","Far"
2755.80043881853,"High","High","Off-campus","Self","Low","Far"
2501.36443164701,"High","High","Off-campus","Self","Low","Far"
2642.44474240146,"High","High","Off-campus","Self","Low","Far"
2086.68610919128,"High","High","Off-campus","Self","Low","Far"
2333.33640496945,"High","High","Off-campus","Self","Low","Far"
2387.94145268362,"High","High","Off-campus","Self","Low","Far"
2760.97283707726,"High","High","Off-campus","Self","Low","Far"
2757.04351184885,"High","High","Off-campus","Self","Low","Far"
2608.77261481208,"High","High","Off-campus","Self","Low","Far"
2901.05304540597,"High","High","Off-campus","Self","Low","Far"
2371.14720006366,"High","High","Off-campus","Self","Low","Far"
2753.13429844348,"High","High","Off-campus","Self","Low","Far"
2491.01499255232,"High","High","Off-campus","Self","Low","Far"
2333.1644759559,"High","High","Off-campus","Self","Low","Far"
2730.84500958271,"High","High","Off-campus","Self","Low","Far"
2845.27508271238,"High","High","Off-campus","Self","Low","Far"
2719.56260404621,"High","High","Off-campus","Self","Low","Far"
2372.64913614443,"High","High","Off-campus","Self","Low","Far"
2382.55309146123,"High","High","Off-campus","Self","Low","Far"
2844.4189617015,"High","High","Off-campus","Self","Low","Far"
3688.20660160444,"Low","Low","Apartment","Self","Low","Far"
3807.39349483028,"Low","Low","Apartment","Self","Low","Far"
3515.32450408392,"Low","Low","Apartment","Self","Low","Far"
3915.25873411616,"Low","Low","Apartment","Self","Low","Far"
3397.81121375945,"Low","Low","Apartment","Self","Low","Far"
3756.33788021666,"Low","Low","Apartment","Self","Low","Far"
3395.70625860797,"Low","Low","Apartment","Self","Low","Far"
2984.35624585356,"Low","Low","Apartment","Self","Low","Far"
3264.26062233008,"Low","Low","Apartment","Self","Low","Far"
3634.07379980254,"Low","Low","Apartment","Self","Low","Far"
3820.73068740646,"Low","Low","Apartment","Self","Low","Far"
3162.1744792263,"Low","Low","Apartment","Self","Low","Far"
3287.14388277012,"Low","Low","Apartment","Self","Low","Far"
4041.13649914387,"Low","Low","Apartment","Self","Low","Far"
3491.52516254418,"Low","Low","Apartment","Self","Low","Far"
3726.42503298265,"Low","Low","Apartment","Self","Low","Far"
3468.26616965567,"Low","Low","Apartment","Self","Low","Far"
3525.35427871212,"Low","Low","Apartment","Self","Low","Far"
3621.81105165131,"Low","Low","Apartment","Self","Low","Far"
3602.74046069975,"Low","Low","Apartment","Self","Low","Far"
3551.85994723948,"High","Low","Apartment","Self","Low","Far"
3482.55087871407,"High","Low","Apartment","Self","Low","Far"
2838.03477755032,"High","Low","Apartment","Self","Low","Far"
4067.16387508343,"High","Low","Apartment","Self","Low","Far"
4047.60605206076,"High","Low","Apartment","Self","Low","Far"
3324.72956457019,"High","Low","Apartment","Self","Low","Far"
3557.97311947251,"High","Low","Apartment","Self","Low","Far"
3943.81882617812,"High","Low","Apartment","Self","Low","Far"
3849.57250576305,"High","Low","Apartment","Self","Low","Far"
3919.15040468644,"High","Low","Apartment","Self","Low","Far"
3332.06327046005,"High","Low","Apartment","Self","Low","Far"
4244.31702404949,"High","Low","Apartment","Self","Low","Far"
3316.63501005742,"High","Low","Apartment","Self","Low","Far"
3788.47908547082,"High","Low","Apartment","Self","Low","Far"
3635.31899511142,"High","Low","Apartment","Self","Low","Far"
3499.07242050949,"High","Low","Apartment","Self","Low","Far"
3505.14605045475,"High","Low","Apartment","Self","Low","Far"
3352.15079686725,"High","Low","Apartment","Self","Low","Far"
4005.6649489392,"High","Low","Apartment","Self","Low","Far"
3622.37830694069,"High","Low","Apartment","Self","Low","Far"
3364.80448730359,"Low","Medium","Apartment","Self","Low","Far"
3352.40820826526,"Low","Medium","Apartment","Self","Low","Far"
3206.20731173478,"Low","Medium","Apartment","Self","Low","Far"
3016.49468881124,"Low","Medium","Apartment","Self","Low","Far"
3363.43157742099,"Low","Medium","Apartment","Self","Low","Far"
2776.59013751027,"Low","Medium","Apartment","Self","Low","Far"
2945.3582642911,"Low","Medium","Apartment","Self","Low","Far"
3030.9008262654,"Low","Medium","Apartment","Self","Low","Far"
3030.33028433191,"Low","Medium","Apartment","Self","Low","Far"
3326.79720414177,"Low","Medium","Apartment","Self","Low","Far"
3699.62188708119,"Low","Medium","Apartment","Self","Low","Far"
2921.16896398376,"Low","Medium","Apartment","Self","Low","Far"
3408.41900514915,"Low","Medium","Apartment","Self","Low","Far"
3524.88618833026,"Low","Medium","Apartment","Self","Low","Far"
3052.61694942778,"Low","Medium","Apartment","Self","Low","Far"
3286.80014961938,"Low","Medium","Apartment","Self","Low","Far"
3505.90272565551,"Low","Medium","Apartment","Self","Low","Far"
3236.12272436315,"Low","Medium","Apartment","Self","Low","Far"
3244.8289131872,"Low","Medium","Apartment","Self","Low","Far"
3376.93169780265,"Low","Medium","Apartment","Self","Low","Far"
3284.99668666668,"High","Medium","Apartment","Self","Low","Far"
3161.0867775152,"High","Medium","Apartment","Self","Low","Far"
3265.34624513478,"High","Medium","Apartment","Self","Low","Far"
3770.70994809662,"High","Medium","Apartment","Self","Low","Far"
3518.41716990151,"High","Medium","Apartment","Self","Low","Far"
3071.35073179309,"High","Medium","Apartment","Self","Low","Far"
2988.77059441717,"High","Medium","Apartment","Self","Low","Far"
3210.00443982935,"High","Medium","Apartment","Self","Low","Far"
3632.193675237,"High","Medium","Apartment","Self","Low","Far"
3373.16977960424,"High","Medium","Apartment","Self","Low","Far"
3124.62369078983,"High","Medium","Apartment","Self","Low","Far"
3520.55864195451,"High","Medium","Apartment","Self","Low","Far"
3266.65740281928,"High","Medium","Apartment","Self","Low","Far"
3019.83037517715,"High","Medium","Apartment","Self","Low","Far"
3415.29811355295,"High","Medium","Apartment","Self","Low","Far"
3681.0357025447,"High","Medium","Apartment","Self","Low","Far"
3408.61707453321,"High","Medium","Apartment","Self","Low","Far"
3348.00009278473,"High","Medium","Apartment","Self","Low","Far"
3135.93921789574,"High","Medium","Apartment","Self","Low","Far"
3442.09963271738,"High","Medium","Apartment","Self","Low","Far"
2732.3573662774,"Low","High","Apartment","Self","Low","Far"
2586.71274387978,"Low","High","Apartment","Self","Low","Far"
2989.16180787656,"Low","High","Apartment","Self","Low","Far"
2991.35162355024,"Low","High","Apartment","Self","Low","Far"
3591.2638830007,"Low","High","Apartment","Self","Low","Far"
2695.91317302703,"Low","High","Apartment","Self","Low","Far"
3042.72658083726,"Low","High","Apartment","Self","Low","Far"
3201.26327340555,"Low","High","Apartment","Self","Low","Far"
3262.64821102897,"Low","High","Apartment","Self","Low","Far"
2997.31887883517,"Low","High","Apartment","Self","Low","Far"
2814.18596464269,"Low","High","Apartment","Self","Low","Far"
2983.5539870325,"Low","High","Apartment","Self","Low","Far"
3484.93899798429,"Low","High","Apartment","Self","Low","Far"
3120.68475204396,"Low","High","Apartment","Self","Low","Far"
2488.88073186048,"Low","High","Apartment","Self","Low","Far"
3355.86478216256,"Low","High","Apartment","Self","Low","Far"
3135.12566522877,"Low","High","Apartment","Self","Low","Far"
2991.60705704062,"Low","High","Apartment","Self","Low","Far"
2995.53409472248,"Low","High","Apartment","Self","Low","Far"
2962.55257005165,"Low","High","Apartment","Self","Low","Far"
3064.13987023881,"High","High","Apartment","Self","Low","Far"
2874.03326674075,"High","High","Apartment","Self","Low","Far"
3069.252812915,"High","High","Apartment","Self","Low","Far"
2767.16099379481,"High","High","Apartment","Self","Low","Far"
3050.03671881869,"High","High","Apartment","Self","Low","Far"
3276.70935516661,"High","High","Apartment","Self","Low","Far"
3127.30152841345,"High","High","Apartment","Self","Low","Far"
3258.43741911278,"High","High","Apartment","Self","Low","Far"
2727.28280954935,"High","High","Apartment","Self","Low","Far"
3013.69819611815,"High","High","Apartment","Self","Low","Far"
3154.31257568052,"High","High","Apartment","Self","Low","Far"
2732.99878306668,"High","High","Apartment","Self","Low","Far"
3391.45358426462,"High","High","Apartment","Self","Low","Far"
2741.29799725368,"High","High","Apartment","Self","Low","Far"
3041.12967712646,"High","High","Apartment","Self","Low","Far"
3037.95808258877,"High","High","Apartment","Self","Low","Far"
3030.41757549171,"High","High","Apartment","Self","Low","Far"
2947.39385408913,"High","High","Apartment","Self","Low","Far"
3112.48419678655,"High","High","Apartment","Self","Low","Far"
2742.20887702563,"High","High","Apartment","Self","Low","Far"
2577.65895294419,"Low","Low","On-campus","NSFAS","Low","Far"
2736.35784047169,"Low","Low","On-campus","NSFAS","Low","Far"
2885.66897403806,"Low","Low","On-campus","NSFAS","Low","Far"
3214.18695508926,"Low","Low","On-campus","NSFAS","Low","Far"
3296.86353496614,"Low","Low","On-campus","NSFAS","Low","Far"
2979.87036563619,"Low","Low","On-campus","NSFAS","Low","Far"
2995.39790567329,"Low","Low","On-campus","NSFAS","Low","Far"
2839.08877909014,"Low","Low","On-campus","NSFAS","Low","Far"
2912.01327101326,"Low","Low","On-campus","NSFAS","Low","Far"
2548.86353472455,"Low","Low","On-campus","NSFAS","Low","Far"
2972.48343222394,"Low","Low","On-campus","NSFAS","Low","Far"
2766.11160442656,"Low","Low","On-campus","NSFAS","Low","Far"
2983.66969327514,"Low","Low","On-campus","NSFAS","Low","Far"
2813.50466521137,"Low","Low","On-campus","NSFAS","Low","Far"
2734.59606629089,"Low","Low","On-campus","NSFAS","Low","Far"
2845.22215579949,"Low","Low","On-campus","NSFAS","Low","Far"
2808.27377234157,"Low","Low","On-campus","NSFAS","Low","Far"
3173.64455196059,"Low","Low","On-campus","NSFAS","Low","Far"
2952.30202060928,"Low","Low","On-campus","NSFAS","Low","Far"
3008.1228565383,"Low","Low","On-campus","NSFAS","Low","Far"
2589.78660354981,"High","Low","On-campus","NSFAS","Low","Far"
3274.205427407,"High","Low","On-campus","NSFAS","Low","Far"
2939.84261029019,"High","Low","On-campus","NSFAS","Low","Far"
2685.92964914919,"High","Low","On-campus","NSFAS","Low","Far"
2977.26166136171,"High","Low","On-campus","NSFAS","Low","Far"
3117.60850746122,"High","Low","On-campus","NSFAS","Low","Far"
2554.08071542461,"High","Low","On-campus","NSFAS","Low","Far"
3322.52674250764,"High","Low","On-campus","NSFAS","Low","Far"
2860.49232370541,"High","Low","On-campus","NSFAS","Low","Far"
3180.29269516216,"High","Low","On-campus","NSFAS","Low","Far"
2918.06532977223,"High","Low","On-campus","NSFAS","Low","Far"
2816.89428885832,"High","Low","On-campus","NSFAS","Low","Far"
2441.26998834328,"High","Low","On-campus","NSFAS","Low","Far"
2624.9569453532,"High","Low","On-campus","NSFAS","Low","Far"
2889.66492502064,"High","Low","On-campus","NSFAS","Low","Far"
3106.96313627929,"High","Low","On-campus","NSFAS","Low","Far"
2429.58033646136,"High","Low","On-campus","NSFAS","Low","Far"
3243.86027808106,"High","Low","On-campus","NSFAS","Low","Far"
3249.74761607574,"High","Low","On-campus","NSFAS","Low","Far"
2614.17093602226,"High","Low","On-campus","NSFAS","Low","Far"
2718.07514054828,"Low","Medium","On-campus","NSFAS","Low","Far"
2341.59019666145,"Low","Medium","On-campus","NSFAS","Low","Far"
2568.70000532793,"Low","Medium","On-campus","NSFAS","Low","Far"
2832.16568471167,"Low","Medium","On-campus","NSFAS","Low","Far"
2817.08491192469,"Low","Medium","On-campus","NSFAS","Low","Far"
2387.70634909163,"Low","Medium","On-campus","NSFAS","Low","Far"
2503.34088638111,"Low","Medium","On-campus","NSFAS","Low","Far"
2355.95910725071,"Low","Medium","On-campus","NSFAS","Low","Far"
2684.88591497623,"Low","Medium","On-campus","NSFAS","Low","Far"
2210.23120889156,"Low","Medium","On-campus","NSFAS","Low","Far"
1942.66863961216,"Low","Medium","On-campus","NSFAS","Low","Far"
2967.45307046821,"Low","Medium","On-campus","NSFAS","Low","Far"
3168.36822824868,"Low","Medium","On-campus","NSFAS","Low","Far"
2486.24161494029,"Low","Medium","On-campus","NSFAS","Low","Far"
2790.27562177372,"Low","Medium","On-campus","NSFAS","Low","Far"
2598.12430407257,"Low","Medium","On-campus","NSFAS","Low","Far"
2968.578449929,"Low","Medium","On-campus","NSFAS","Low","Far"
2738.53598314235,"Low","Medium","On-campus","NSFAS","Low","Far"
2650.91599127904,"Low","Medium","On-campus","NSFAS","Low","Far"
2150.21588705853,"Low","Medium","On-campus","NSFAS","Low","Far"
2870.73892019944,"High","Medium","On-campus","NSFAS","Low","Far"
2512.28659623829,"High","Medium","On-campus","NSFAS","Low","Far"
2249.12747882124,"High","Medium","On-campus","NSFAS","Low","Far"
2549.55083377167,"High","Medium","On-campus","NSFAS","Low","Far"
2568.30546005192,"High","Medium","On-campus","NSFAS","Low","Far"
2864.80171816654,"High","Medium","On-campus","NSFAS","Low","Far"
2308.150991934,"High","Medium","On-campus","NSFAS","Low","Far"
2460.58909317039,"High","Medium","On-campus","NSFAS","Low","Far"
2972.02998209579,"High","Medium","On-campus","NSFAS","Low","Far"
2939.66644219251,"High","Medium","On-campus","NSFAS","Low","Far"
2890.80363597559,"High","Medium","On-campus","NSFAS","Low","Far"
3015.38098633697,"High","Medium","On-campus","NSFAS","Low","Far"
2651.00774495747,"High","Medium","On-campus","NSFAS","Low","Far"
2454.52907828256,"High","Medium","On-campus","NSFAS","Low","Far"
2738.80101546586,"High","Medium","On-campus","NSFAS","Low","Far"
2864.68078145648,"High","Medium","On-campus","NSFAS","Low","Far"
3203.40831786776,"High","Medium","On-campus","NSFAS","Low","Far"
2108.7544168222,"High","Medium","On-campus","NSFAS","Low","Far"
2668.3089257667,"High","Medium","On-campus","NSFAS","Low","Far"
2763.69864571741,"High","Medium","On-campus","NSFAS","Low","Far"
2286.3503361599,"Low","High","On-campus","NSFAS","Low","Far"
1910.54443787872,"Low","High","On-campus","NSFAS","Low","Far"
2485.37522302156,"Low","High","On-campus","NSFAS","Low","Far"
2105.22856468402,"Low","High","On-campus","NSFAS","Low","Far"
2426.46537470763,"Low","High","On-campus","NSFAS","Low","Far"
2526.88792650446,"Low","High","On-campus","NSFAS","Low","Far"
2620.98925261865,"Low","High","On-campus","NSFAS","Low","Far"
1910.53405065361,"Low","High","On-campus","NSFAS","Low","Far"
2570.43546204478,"Low","High","On-campus","NSFAS","Low","Far"
2110.75466076349,"Low","High","On-campus","NSFAS","Low","Far"
1977.74513153776,"Low","High","On-campus","NSFAS","Low","Far"
2628.58016647986,"Low","High","On-campus","NSFAS","Low","Far"
